CPTCode,CPTLongDesc
0069T,Acoustic heart sound recording and computer analysis; acoustic heart sound recording and computer analysis only
0069U,"Oncology (colorectal), microRNA, RT-PCR expression profiling of miR-31-3p, formalinfixed paraffin-embedded tissue, algorithm reported as an expression score"
00700,Anesthesia for procedures on upper anterior abdominal wall; not otherwise specified
00702,Anesthesia for procedures on upper anterior abdominal wall; percutaneous liver biopsy
0070T,Acoustic heart sound recording and computer analysis; interpretation and report only
0070U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, common and select rare variants (ie, *2, *3, *4, *4N, *5, *6, *7, *8, *9, *10, *11, *12, *13, *14A, *14B, *15, *17, *29, *35, *36, *41, *57, *61, *63, *68, *83, *xN)"
0071T,"Focused ultrasound ablation of uterine leiomyomata, including MR guidance; total leiomyomata volume less than 200 cc of tissue"
0071U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, full gene sequence (List separately in addition to code for primary procedure)"
0072T,"Focused ultrasound ablation of uterine leiomyomata, including MR guidance; total leiomyomata volume greater or equal to 200 cc of tissue"
0072U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D6-2D7 hybrid gene) (List separately in addition to code for primary procedure)"
00730,Anesthesia for procedures on upper posterior abdominal wall
00731,"Anesthesia for upper gastrointestinal endoscopic procedures, endoscope introduced proximal to duodenum; not otherwise specified"
00732,"Anesthesia for upper gastrointestinal endoscopic procedures, endoscope introduced proximal to duodenum; endoscopic retrograde cholangiopancreatography (ERCP)"
0073T,"Compensator-based beam modulation treatment delivery of inverse planned treatment using 3 or more high resolution (milled or cast) compensator convergent beam modulated fields, per treatment session"
0073U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D7-2D6 hybrid gene) (List separately in addition to code for primary procedure)"
00740,"Anesthesia for upper gastrointestinal endoscopic procedures, endoscope introduced proximal to duodenum"
0074T,"Online evaluation and management service, per encounter, provided by a physician, using the Internet or similar electronic communications network, in response to a patient s request, established patient"
0074U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, non-duplicated gene when duplication/multiplication is trans) (List separately in addition to code for primary procedure)"
00750,Anesthesia for hernia repairs in upper abdomen; not otherwise specified
00752,Anesthesia for hernia repairs in upper abdomen; lumbar and ventral (incisional) hernias and/or wound dehiscence
00754,Anesthesia for hernia repairs in upper abdomen; omphalocele
00756,Anesthesia for hernia repairs in upper abdomen; transabdominal repair of diaphragmatic hernia
0075T,"Transcatheter placement of extracranial vertebral artery stent(s), including radiologic supervision and interpretation, open or percutaneous; initial vessel"
0075U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 5? gene duplication/multiplication) (List separately in addition to code for primary procedure)"
0076T,"Transcatheter placement of extracranial vertebral artery stent(s), including radiologic supervision and interpretation, open or percutaneous; each additional vessel (List separately in addition to code for primary procedure)"
0076U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 3? gene duplication/ multiplication) (List separately in addition to code for primary procedure)"
00770,Anesthesia for all procedures on major abdominal blood vessels
0077T,"Implanting and securing cerebral thermal perfusion probe, including twist drill or burr hole, to measure absolute cerebral tissue perfusion"
0077U,"Immunoglobulin paraprotein (M-protein), qualitative, immunoprecipitation and mass spectrometry, blood or urine, including isotype"
0078T,"Endovascular repair using prosthesis of abdominal aortic aneurysm, pseudoaneurysm or dissection, abdominal aorta involving visceral branches (superior mesenteric, celiac and/or renal artery[s])"
0078U,"Pain management (opioid-use disorder) genotyping panel, 16 common variants (ie, ABCB1, COMT, DAT1, DBH, DOR, DRD1, DRD2, DRD4, GABA, GAL, HTR2A, HTTLPR, MTHFR, MUOR, OPRK1, OPRM1), buccal swab or other germline tissue sample, algorithm reported as positive or negative risk of opioid-use disorder"
00790,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; not otherwise specified
00792,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; partial hepatectomy or management of liver hemorrhage (excluding liver biopsy)
00794,"Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; pancreatectomy, partial or total (eg, Whipple procedure)"
00796,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; liver transplant (recipient)
00797,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; gastric restrictive procedure for morbid obesity
0079T,"Placement of visceral extension prosthesis for endovascular repair of abdominal aortic aneurysm involving visceral vessels, each visceral branch (List separately in addition to code for primary procedure)"
0079U,"Comparative DNA analysis using multiple selected single-nucleotide polymorphisms (SNPs), urine and buccal DNA, for specimen identity verification"
00800,Anesthesia for procedures on lower anterior abdominal wall; not otherwise specified
00802,Anesthesia for procedures on lower anterior abdominal wall; panniculectomy
00806,DELETED CODE
0080T,"Endovascular repair using prosthesis of abdominal aortic aneurysm, pseudoaneurysm or dissection, abdominal aorta involving visceral vessels (superior mesenteric, celiac and/or renal artery[s]), radiological supervision and interpretation"
0080U,"Oncology (lung), mass spectrometric analysis of galectin-3-binding protein and scavenger receptor cysteine-rich type 1 protein M130, with five clinical risk factors (age, smoking status, nodule diameter, nodule-spiculation status and nodule location), utilizing plasma, algorithm reported as a categorical probability of malignancy"
00810,"Anesthesia for lower intestinal endoscopic procedures, endoscope introduced distal to duodenum"
00811,"Anesthesia for lower intestinal endoscopic procedures, endoscope introduced distal to duodenum; not otherwise specified"
00812,"Anesthesia for lower intestinal endoscopic procedures, endoscope introduced distal to duodenum; screening colonoscopy"
00813,"Anesthesia for combined upper and lower gastrointestinal endoscopic procedures, endoscope introduced both proximal to and distal to the duodenum"
0081T,"Placement of visceral extension prosthesis for endovascular repair of abdominal aortic aneurysm involving visceral vessels, each visceral branch, radiological supervision and interpretation (List separately in addition to code for primary procedure)"
0081U,"Oncology (uveal melanoma), mRNA, gene-expression profiling by real-time RT-PCR of 15 genes (12 content and 3 housekeeping genes), utilizing fine needle aspirate or formalin-fixed paraffin-embedded tissue, algorithm reported as risk of metastasis"
00820,Anesthesia for procedures on lower posterior abdominal wall
0082T,STRTCTC BDY RADJ THER TX DLVR 1+ TX AREAS PR D
0082U,"Drug test(s), definitive, 90 or more drugs or substances, definitive chromatography with mass spectrometry, and presumptive, any number of drug classes, by instrument chemistry analyzer (utilizing immunoassay), urine, report of presence or absence of each drug, drug metabolite or substance with description and severity of significant interactions per date of service"
00830,Anesthesia for hernia repairs in lower abdomen; not otherwise specified
00832,Anesthesia for hernia repairs in lower abdomen; ventral and incisional hernias
00834,"Anesthesia for hernia repairs in the lower abdomen not otherwise specified, younger than 1 year of age"
00836,"Anesthesia for hernia repairs in the lower abdomen not otherwise specified, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery"
0083T,STRTCTC BDY RADJ THER TX MGMT PR D
0083U,"Oncology, response to chemotherapy drugs using motility contrast tomography, fresh or frozen tissue, reported as likelihood of sensitivity or resistance to drugs or drug combinations"
00840,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; not otherwise specified
00842,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; amniocentesis
00844,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; abdominoperineal resection
00846,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; radical hysterectomy
00848,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; pelvic exenteration
0084T,Insertion of a temporary prostatic urethral stent
0084U,"Red blood cell antigen typing, DNA, genotyping of 10 blood groups with phenotype prediction of 37 red blood cell antigens"
00850,"ANESTH, CESAREAN SECTION"
00851,Anesthesia for intraperitoneal procedures in lower abdomen including laparoscopy; tubal ligation/transection
00855,"ANESTH, HYSTERECTOMY"
00857,"ANALGESIA, LABOR & C-SECTION"
0085T,Breath test for heart transplant rejection
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)"
00860,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; not otherwise specified"
00862,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; renal procedures, including upper one-third of ureter, or donor nephrectomy"
00864,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; total cystectomy"
00865,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; radical prostatectomy (suprapubic, retropubic)"
00866,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; adrenalectomy"
00868,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; renal transplant (recipient)"
00869,"ANESTH, VASECTOMY"
0086T,Left ventricular filling pressure indirect measurement by computerized calibration of the arterial waveform response to Valsalva maneuver
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility"
00870,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; cystolithotomy"
00872,"Anesthesia for lithotripsy, extracorporeal shock wave; with water bath"
00873,"Anesthesia for lithotripsy, extracorporeal shock wave; without water bath"
0087T,"Sperm evaluation, Hyaluronan sperm binding test"
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score"
00880,Anesthesia for procedures on major lower abdominal vessels; not otherwise specified
00882,Anesthesia for procedures on major lower abdominal vessels; inferior vena cava ligation
00884,"ANESTH, MAJOR VEIN REVISION"
0088T,"Submucosal radiofrequency tissue volume reduction of tongue base, one or more sites, per session (ie, for treatment of obstructive sleep apnea syndrome)"
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection"
0089T,"Actigraphy testing, recording, analysis and interpretation (minimum of three-day recording)"
